m199,m99,m49,m19,m9,m5,m3,m1,p5
-64.9862622766671,-56.8848004614661,-12.5754562796323,-25.1443346438565,-4.16078449231143,0.596566328157018,0.41946860563373,3.0172391983039,-9.44234457144881
-63.5437800253478,-50.5062041949074,-22.0430511514204,-20.7105393667062,-1.81291734920325,4.4038011651964,5.75534883254936,0.99788100569574,-12.5812155913898
-55.9951500141888,-69.1184892810154,-24.0667646982948,-21.5421922967779,-6.08363645744653,-1.54116038490312,1.10775739751825,-2.996672084204,-12.3948094832701
-75.4150533364221,-79.2291315043408,-35.6967931958831,-24.7515195640423,-15.6986685199281,-3.76829819858578,-9.00651950888572,-6.90174405136182,-9.12896713770394
-84.4107006854532,-88.7489289794364,-46.6477056359482,-36.0701875476009,-16.8911843107388,-14.0446496572734,-18.7779655369383,-7.87676123381568,2.96434691546077
-73.2938481309717,-75.4098452254568,-30.8431580711851,-23.3949823992848,-6.62792646812314,-10.4268871877968,-8.29468626026709,6.09375873051349,-9.79102642901045
-95.6374492859926,-95.0025213743782,-21.9875306576203,-32.1326242922961,-12.7753455428978,-14.3918903431361,-3.89323125587366,-2.5569028354001,-8.02484699841841
-95.7736524689031,-103.579084998115,-48.9104315868828,-39.6437994722955,-10.802629099133,-14.1484875612514,1.01771579344139,-2.77751601960044,0.23440444779495
-113.593847685295,-107.707388726017,-49.3186687789452,-34.2941772735826,-16.3379888437703,-10.0460695230985,-8.63060011775346,-3.05976898471026,3.49072236283846
-117.033043237058,-93.7785328756516,-31.0547484483894,-21.0724316077806,-14.2072050206303,2.8790032708066,-0.844862059799122,4.79352310946223,-3.09513077447615
-131.054773393126,-92.4848402262043,-41.3182034971229,-27.505621039722,-23.6461501297639,-10.853716699598,-5.16887895098701,-7.18440107279788,7.50896579063098
-127.179384937447,-97.3246772666102,-44.008872053033,-26.6273737726163,-20.753999900314,-8.72501619897323,-2.64603997408164,-0.587524298459855,-0.175696555849071
-119.519948293084,-86.5708913567189,-41.8244315177155,-20.8096832951407,-6.52917327692578,0.233856278277221,-1.67812444914507,5.69128620953053,-8.15324049591633
