date,open,high,low,close
2022-10-12,10810.3,10886.5,10754.9,10785.6
2022-10-13,10481.6,11087.7,10440.6,11033.6
2022-10-14,11130.1,11152.9,10677.5,10692.1
2022-10-17,10967.2,11090.9,10959.7,11062.5
2022-10-18,11368.8,11374.4,11035.8,11147.7
2022-10-19,11081.8,11231.5,11008.1,11103.4
2022-10-20,11081.2,11279.8,11001.3,11046.7
2022-10-21,10998.2,11327.8,10962,11310.3
2022-10-24,11321.1,11468.2,11166.5,11430.3
2022-10-25,11482.9,11681.8,11480.4,11670
2022-10-26,11409.8,11657.1,11388.3,11405.9
2022-10-27,11387.7,11417,11179.9,11191.6
2022-10-28,11177,11563.2,11177,11546.2
2022-10-31,11465.2,11483,11331.3,11405.6
2022-11-01,11571.5,11574.4,11278.3,11289
2022-11-02,11300.3,11410.9,10903.5,10906.3
2022-11-03,10769.4,10852.2,10680.8,10690.6
2022-11-04,10912,10934.6,10632.4,10857
2022-11-07,10900.8,11001.2,10817.6,10977
2022-11-08,11039.6,11191.9,10897.5,11059.5
2022-11-09,10971.4,11012.7,10790.3,10797.6
2022-11-10,11350.4,11612.2,11235.7,11606
2022-11-11,11604.4,11840.1,11535.6,11817
2022-11-14,11728.1,11863.8,11669.1,11700.9
2022-11-15,12006.5,12025,11735.4,11871.1
2022-11-16,11767.4,11797,11673.1,11699.1
2022-11-17,11521.6,11737.6,11519.4,11676.9
2022-11-18,11791.8,11794.7,11579.6,11677
2022-11-21,11623.3,11664.9,11524.4,11553.5
2022-11-22,11590.8,11731.8,11503.3,11724.8
2022-11-23,11725.1,11866.4,11722,11838.7
2022-11-25,11777.3,11803.9,11748.8,11756
2022-11-28,11684.1,11764.8,11555.3,11587.8
2022-11-29,11590.3,11613.3,11450.3,11503.5
2022-11-30,11505.7,12031.3,11481.9,12030.1
2022-12-01,12030.2,12115.3,11928.7,12041.9
2022-12-02,12027.6,12027.6,11825.5,11994.3
2022-12-05,11899.5,11957.4,11732.1,11786.8
2022-12-06,11775.2,11790.9,11488.6,11549.7
2022-12-07,11491,11577.7,11432,11497.4
2022-12-08,11543.7,11672.1,11470.7,11637.5
2022-12-09,11594.4,11707.1,11550.3,11563.3
2022-12-12,11572.3,11707.7,11529.4,11706.4
2022-12-13,12141.2,12166.4,11724.9,11834.2
2022-12-14,11824.5,11941.3,11617.4,11740.9
2022-12-15,11573.4,11591.3,11300.3,11345.2
2022-12-16,11313.6,11383.4,11175.5,11243.7
2022-12-19,11243,11251.6,11029.8,11084.6
2022-12-20,11023.5,11143.6,10967.1,11072.4
2022-12-21,11110.6,11285.8,11083.4,11235.9
2022-12-22,11099.4,11114.2,10784,10956.1
2022-12-23,10911,11007.1,10830.9,10985.4
2022-12-27,10944.3,10957.4,10807.6,10822.5
2022-12-28,10807.1,10898.6,10671.2,10679.3
2022-12-29,10800.8,10981.1,10776.6,10951
2022-12-30,10835.6,10942.9,10778.6,10939.8
2023-01-03,11038.4,11093.1,10770.9,10862.6
2023-01-04,10949.3,10981.5,10785.5,10914.8
2023-01-05,10837.2,10842.3,10728.3,10741.2
2023-01-06,10807.5,11082.6,10696.4,11040.4
2023-01-09,11133.1,11304.8,11085.3,11108.4
2023-01-10,11069,11207.6,11050.7,11205.8
2023-01-11,11259.2,11403.9,11220.7,11402.5
2023-01-12,11441.5,11500.9,11246,11459.6
2023-01-13,11362.1,11548,11347.6,11541.5
2023-01-17,11531.5,11616,11484,11557.2
2023-01-18,11636.6,11690.3,11403.3,11410.3
2023-01-19,11345.2,11388.5,11251.9,11295.7
2023-01-20,11363.9,11623.2,11329.5,11619
2023-01-23,11652,11918.9,11617.8,11872.5
2023-01-24,11802.9,11889.4,11780.1,11846.6
2023-01-25,11636,11841.8,11550.1,11814.7
2023-01-26,11972.6,12055.8,11853.4,12051.5
2023-01-27,12000.2,12248.1,11999.9,12166.6
2023-01-30,12047.2,12087.7,11906.1,11912.4
2023-01-31,11915.9,12104.1,11915.9,12101.9
2023-02-01,12087.9,12458.9,12010.7,12363.1
2023-02-02,12655.2,12881,12600.8,12803.1
2023-02-03,12521,12828.7,12521,12573.4
2023-02-06,12468.8,12558.9,12411.9,12464.5
2023-02-07,12475,12771.6,12419.7,12728.3
2023-02-08,12680,12709.5,12471.1,12495.4
2023-02-09,12677.5,12679.5,12327.4,12381.2
2023-02-10,12306.6,12375.7,12204.2,12304.9
2023-02-13,12356.5,12522.8,12313.4,12502.3
2023-02-14,12413.1,12627.4,12356.3,12590.9
2023-02-15,12531.6,12689.3,12486.4,12687.9
2023-02-16,12495.1,12653.4,12440,12442.5
2023-02-17,12352.3,12385.5,12233.8,12358.2
2023-02-21,12257.1,12257.1,12058.2,12060.3
2023-02-22,12156.2,12156.2,12006,12066.3
2023-02-23,12224.4,12227.4,12005.5,12180.1
2023-02-24,11979.8,12018.3,11900.8,11969.7
